mention_date,mention_count,avg_rating,avg_overview_chars,mention_count_rolling_3,mention_count_rolling_6,mention_count_rolling_12
2026-03-31 00:00:00+00:00,4,3.0,7.0,4.0,4.0,4.0
2026-04-30 00:00:00+00:00,35,3.0,127.97142857142858,19.5,19.5,19.5
2026-05-31 00:00:00+00:00,62,3.0,219.70967741935485,33.666666666666664,33.666666666666664,33.666666666666664
